otc_id,otc_name,jan_code,otc_unit,otc_celler,otc_maker,otc_elements,備考
2196,スタディー４０,4987154664646,15mL,キョーリン リメディオ株式会社,キョーリン リメディオ株式会社,クロルフェニラミン,
2197,スタディー４０ＥＸ,4987154625005,15mL,株式会社スギ薬局,キョーリン リメディオ株式会社,クロルフェニラミン、テトラヒドロゾリン,
2198,頭痛歯痛ケロン,,3包,第一薬品工業株式会社,第一薬品工業株式会社,アスピリン,JANコードなし
2199,頭痛専門薬　快,4949737021116,6包,天真堂製薬株式会社,天真堂製薬株式会社,アセトアミノフェン、エテンザミド,R4.3追加
2200,頭痛専門薬　快,,2包,天真堂製薬株式会社,天真堂製薬株式会社,アセトアミノフェン、エテンザミド,R4.3追加　JANコードなし
2201,頭痛ノーコーサンＡ,,2包,,吉田製薬株式会社,アスピリン、アセトアミノフェン、エテンザミド,R4.3追加　JANコードなし
2202,頭痛ノーコーサンＡ,,8包,,吉田製薬株式会社,アスピリン、アセトアミノフェン、エテンザミド,R4.3追加　JANコードなし
2203,ずつう・はいた・神経痛「廣貫堂」,4954097163000,3包,,株式会社廣貫堂,アセトアミノフェン、エテンザミド,R4.2追加
2204,頭痛歯痛トンプク,,2包,丸太中嶋製薬株式会社,丸太中嶋製薬株式会社,アセトアミノフェン,JANコードなし
2205,ズッキノン　ａ,4987072083239,15g,小林製薬株式会社,小林製薬株式会社,サリチル酸メチル,
2206,スックル＜鼻炎用＞,4987272100170,6ｶﾌﾟｾﾙ,佐藤薬品工業株式会社,佐藤薬品工業株式会社,クロルフェニラミン,
2207,スックル＜鼻炎用＞,4987272101429,36ｶﾌﾟｾﾙ,佐藤薬品工業株式会社,佐藤薬品工業株式会社,クロルフェニラミン,R6.4追加
2208,スックル＜鼻炎用＞,4987272101344,12ｶﾌﾟｾﾙ,佐藤薬品工業株式会社,佐藤薬品工業株式会社,クロルフェニラミン,R4.6追加
2209,スックル鼻炎ロング,4987272101061,24ｶﾌﾟｾﾙ,株式会社サンドラッグ,佐藤薬品工業株式会社,クロルフェニラミン,
2210,スットトース点鼻薬,4974042202769,30mL,,株式会社　雪の元本店,テトラヒドロゾリン,
2211,スットトース点鼻薬,4979949002245,30mL,株式会社ケイセイ,株式会社　雪の元本店,クロルフェニラミン、テトラヒドロゾリン,R7.2追加
2212,スットノーズαプラス点鼻薬,4987037761523,30mL,,奥田製薬株式会社,クロルフェニラミン、ナファゾリン,
2213,スットワンＳＧホワイト,,,,至誠堂製薬株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン,JANコードなし
2214,スットワンＧプレミアム,,6ｶﾌﾟｾﾙ,,至誠堂製薬株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン、メチルエフェドリン,JANコードなし
2215,スットワン鼻炎,,12ｶﾌﾟｾﾙ,,至誠堂製薬株式会社,クロルフェニラミン、メチルエフェドリン,JANコードなし
2216,ストップチン,4987156215006,8包,常盤薬品工業株式会社,常盤薬品工業株式会社,ジヒドロコデイン,
2217,ストップチン,4987156215143,8包,常盤薬品工業株式会社,常盤薬品工業株式会社,ジヒドロコデイン,
2218,ストナジェルＮＳ,4987316014524,24ｶﾌﾟｾﾙ,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,
2219,ストナシロップＡ小児用,4987316014715,120mL,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、ジフェニルピラリン、チペピジン、マオウ,
2220,ストナデイタイム,4987316014807,12包,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、エテンザミド、ジヒドロコデイン、マオウ,
2221,ストナファミリー,4987316014869,40錠,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン,
2222,ストナファミリー,4987316014876,70錠,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン,
2223,ストナメルティ小児用,4987316014319,12錠,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、クロルフェニラミン、ノスカピン、メチルエフェドリン,
2224,ストナメルティ小児用,4987316014326,24錠,佐藤製薬株式会社,佐藤製薬株式会社,アセトアミノフェン、クロルフェニラミン、ノスカピン、メチルエフェドリン,
2225,ストナリニ・サット,4987316012865,12錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2226,ストナリニ・サット,4987316012872,24錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2227,ストナリニ・サット小児用,4987316012841,36錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2228,ストナリニＡＧ,4987316012537,15mL,佐藤製薬株式会社,佐藤製薬株式会社,ジフェンヒドラミン、ナファゾリン,R4.2追加
2229,ストナリニＳ,4987316012360,12錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2230,ストナリニＳ,4987316012377,18錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2231,ストナリニＳ,4987316012384,24錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、フェニレフリン,
2232,ストマッシュＷ,4956622106865,100mL,株式会社大木,ジャパンメディック株式会社,クロルフェニラミン、サリチル酸グリコール,
2233,ストラック,4987474616110,54錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン、ノスカピン,
2234,スナイパー鼻炎スプレー,4987316013947,30mL,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、ナファゾリン,
2235,スナイパー鼻炎スプレー,4987316013961,30mL,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、ナファゾリン,
2236,スパークカプセル,,12ｶﾌﾟｾﾙ,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,JANコードなし
2237,スパーク糖衣,,12錠,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,JANコードなし
2238,スパーク糖衣,,24錠,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,JANコードなし
2239,スパーク２１Ｇ,,6ｶﾌﾟｾﾙ,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、クロペラスチン、クロルフェニラミン、ジリュウ、メチルエフェドリン,JANコードなし
2240,スパーク２１Ｇ,,12ｶﾌﾟｾﾙ,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、クロペラスチン、クロルフェニラミン、ジリュウ、メチルエフェドリン,JANコードなし
2241,ズバリ（頭歯利）,4969889001002,8包,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2242,ズバリ（頭歯利）,4969889005000,16包,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2243,ズバリ（頭歯利）,,3包,,中央薬品株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2244,ズバリ錠Ｘ,4969889023011,16錠,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2245,ズバリ錠Ｘ,4969889023035,16錠,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2246,ズバリ錠Ｘ,4969889026005,24錠,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2247,ズバリ錠Ｑ,,16錠,アイチ薬品株式会社,中央薬品株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2248,ズバリタイムⅡ,4969889030002,20錠,,中央薬品株式会社,アセトアミノフェン、エテンザミド,
2249,スピアＦＸ,4987399028883,12mL,テイカ製薬株式会社,テイカ製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
2250,スピードストップ錠Ｖ,,12錠,和田製薬株式会社,至誠堂製薬株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2251,スマイルアルフレッシュキッズ,4903301051541,10mL,ライオン株式会社,ライオン株式会社,クロルフェニラミン,R4.2追加
2252,スマイルコンタクトＥＸ　ＡＬ－Ｗクール,4903301169772,12mL,ライオン株式会社,ライオン株式会社,クロルフェニラミン,R4.2追加
2253,スマイルコンタクトＥＸ　ＡＬ－Ｗマイルド,4903301169802,12mL,ライオン株式会社,ライオン株式会社,クロルフェニラミン,R4.2追加
2254,スムーディＰゴールド,,20ｶﾌﾟｾﾙ,株式会社中京医薬品,大協薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,JANコードなし
2255,スムーディＰゴールド,4514544053942,10ｶﾌﾟｾﾙ,株式会社中京医薬品,大協薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,R6.8追加
2256,スラジンＡ,4987316014043,24錠,佐藤製薬株式会社,佐藤製薬株式会社,クロルフェニラミン、メチルエフェドリン,
2257,スリーファ,,5枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,JANコードなし
2258,スルーロンＥＸ顆粒,4962307163047,14包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
2259,スルーロンＥＸ顆粒,4962307163054,28包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
2260,スルーロンＥＸ顆粒プラス,4962307160381,12包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,R5.4追加
2261,スルーロンＥＸ顆粒プラス,4962307160398,24包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,R5.4追加
2262,スルーロン鼻炎チュアブル,4962307180327,20錠,協和薬品工業株式会社,渡辺薬品工業株式会社,クロルフェニラミン、フェニレフリン,
2263,スルーロン鼻炎チュアブルα,4987399014411,24錠,協和薬品工業株式会社,テイカ製薬株式会社,クロルフェニラミン、フェニレフリン,R6.9追加
2264,スワンタッチ,4987154612661,15mL,キョーリン リメディオ株式会社,キョーリン リメディオ株式会社,クロルフェニラミン、ナファゾリン,
2265,スワン目薬,4987154629652,15mL,キョーリン リメディオ株式会社,キョーリン リメディオ株式会社,クロルフェニラミン、ナファゾリン,
2266,スワン目薬プラス,4987154666619,15mL,佐藤薬品ヘルスケア,キョーリン リメディオ株式会社,クロルフェニラミン、ナファゾリン,
2267,スワン目薬フレッシュ,4987154609647,15mL,キョーリン リメディオ株式会社,キョーリン リメディオ株式会社,クロルフェニラミン、ナファゾリン,
2268,スンラックゴールドＺ５Ｔ,4987076405389,450錠,,株式会社阪本漢法製薬,マオウ,R5.2追加
2269,清気散,4987210307036,12包,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,
2270,清気散,4987210307012,93包,摩耶堂製薬株式会社,摩耶堂製薬株式会社,マオウ,
2271,成光大虎散,,2包入,成光薬品工業株式会社,成光薬品工業株式会社,アスピリン、エテンザミド,JANコードなし
2272,清若錠,4987474509115,180錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン、ノスカピン,
2273,清痛顆粒,4987627010086,6包,第一薬品工業株式会社,第一薬品工業株式会社,アセトアミノフェン、エテンザミド,
2274,清痛顆粒,4987627010093,32包,第一薬品工業株式会社,第一薬品工業株式会社,アセトアミノフェン、エテンザミド,
2275,清痛顆粒,,6包,第一薬品工業株式会社,第一薬品工業株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2276,清痛顆粒,,6包,イワタ薬品株式会社,第一薬品工業株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2277,清痛錠,4987627010109,12錠,第一薬品工業株式会社,第一薬品工業株式会社,アセトアミノフェン、エテンザミド,
2278,清風散,4987241169986,12包,ロート製薬株式会社,摩耶堂製薬株式会社,マオウ,
2279,セイヨン総合かぜ薬,4987307000147,120錠,中外医薬生産株式会社,中外医薬生産株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン,
2280,セキ・トローチＧ,4969726002599,24錠入,白井松新薬株式会社,大和合同製薬株式会社,デキストロメトルファン,
2281,セキサミンＧトローチ,4975979101392,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2282,セキサミンせき止め液,4975979202334,100ｍL,日新薬品工業株式会社,日新薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、ナンテンジツ、メチルエフェドリン,R6.1追加
2283,セキセチン咳止め,4968250147110,100mL,湧永製薬株式会社,湧永製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2284,セキドメ,4987753012039,6包入,西海製薬株式会社,西海製薬株式会社,クロルフェニラミン、チペピジン、ノスカピン、メチルエフェドリン,
2285,セキドメ「タイヨー」,,12錠,,太陽堂製薬株式会社,クロルフェニラミン、チペピジン,JANコードなし
2286,せき止め液Ｃ３,4975979360218,100mL,日新薬品工業株式会社,日新薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、ナンテンジツ、メチルエフェドリン,
2287,せき止め液ＰＲ,4987037730383,120mL,,奥田製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2288,せきどめカプセル「廣貫堂」,4954097211008,6ｶﾌﾟｾﾙ,,株式会社廣貫堂,クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,R4.2追加
2289,せきどめ顆粒Ｎ,,6包,寧薬化学工業株式会社,寧薬化学工業株式会社,クロルフェニラミン,JANコードなし
2290,せきどめ顆粒Ｎ,,6包,大和橿原製薬株式会社,寧薬化学工業株式会社,クロルフェニラミン,JANコードなし
2291,セキドメコゼイン顆粒,,2包,日興薬品株式会社,御所薬舗株式会社,ジヒドロコデイン,JANコードなし
2292,せき止め錠ＯＲ,4987037730376,30錠,,奥田製薬株式会社,クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,
2293,セキドメＰ顆粒Ｋ,,2包入,大和合同製薬株式会社,大和合同製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,R4.4追加　JANコードなし
2294,セキドメＰ顆粒Ｋ,,6包入,大和合同製薬株式会社,大和合同製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,R4.4追加　JANコードなし
2295,セキトローチ,4961248002484,24錠,三宝製薬株式会社,日新薬品工業株式会社,デキストロメトルファン,
2296,セキトローチ,4975979100166,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2297,セキトローチ,4975979100173,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2298,セキトローチ,4975979100180,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2299,セキトローチ,4975979100197,24錠,総合メディカル株式会社,日新薬品工業株式会社,デキストロメトルファン,
2300,セキトローチ,4975979100227,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2301,セキトローチ,4975979340050,18錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,
2302,セキトローチ,4987469502503,24錠,福地製薬株式会社,日新薬品工業株式会社,デキストロメトルファン,
2303,セキトローチ,4975979100234,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,R5.7追加
2304,セキトローチ,4975979101989,24錠,日新薬品工業株式会社,日新薬品工業株式会社,デキストロメトルファン,R7.2追加
2305,セキピタール,,2包,大協薬品工業株式会社,大協薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,JANコードなし
2306,セキポニン,,2包,大和製薬株式会社,丸太中嶋製薬株式会社,ジヒドロコデイン,JANコードなし
2307,セキポンＳ,,2包,,美吉野製薬株式会社,エフェドリン、クロルフェニラミン、ジヒドロコデイン,R4.3追加　JANコードなし
2308,セキポンＳ,,4包,,美吉野製薬株式会社,エフェドリン、クロルフェニラミン、ジヒドロコデイン,R4.3追加　JANコードなし
2309,セキポンＳ,,6包,,美吉野製薬株式会社,エフェドリン、クロルフェニラミン、ジヒドロコデイン,R4.3追加　JANコードなし
2310,セキポンＳ,4909720525199,14包,,美吉野製薬株式会社,エフェドリン、クロルフェニラミン、ジヒドロコデイン,R4.3追加
2311,セキリックＷ液,4987239187312,30mL,,米田薬品株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2312,セキリックＷ液,4987239187329,30mL×2本,,米田薬品株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2313,セシオン解熱鎮痛薬ＡＰ,4582451711194,48錠,,小林薬品工業株式会社,アセトアミノフェン,
2314,セシオンせき止めトローチ,4571292677868,24錠,株式会社ツルハグループマーチャンダイジング,健栄製薬株式会社,デキストロメトルファン,
2315,セシオン鼻炎カプセルＬ,4582451710821,24ｶﾌﾟｾﾙ,,小林薬品工業株式会社,エフェドリン、クロルフェニラミン,
2316,セシオン鼻炎カプセルＬ,4582451710838,48ｶﾌﾟｾﾙ,,小林薬品工業株式会社,エフェドリン、クロルフェニラミン,
2317,セシオン鼻炎カプセルＬ,4987336762467,24ｶﾌﾟｾﾙ,,小林薬品工業株式会社,エフェドリン、クロルフェニラミン,
2318,セシオン鼻炎カプセルＬ,4987336762481,48ｶﾌﾟｾﾙ,,小林薬品工業株式会社,エフェドリン、クロルフェニラミン,
2319,セデス・ハイ,4987087022780,10錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,
2320,セデス・ハイ,4987087022797,20錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,
2321,セデス・ハイ,4987087035445,40錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,
2322,セデス・ハイ　プロテクト,4987904101025,10錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,R4.2追加
2323,セデス・ハイ　プロテクト,4987904101032,30錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,R4.2追加
2324,セデス・ハイＧ,4987087036145,6包,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,
2325,セデス・ハイＧ,4987087041668,12包,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン,
2326,セデス・ファースト,4987087036121,20錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン、エテンザミド,
2327,セデス・ファースト,4987087036138,40錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン、エテンザミド,
2328,セデスＶ,4987087031539,10錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン、エテンザミド,
2329,セデスＶ,4987087031546,30錠,シオノギヘルスケア株式会社,シオノギヘルスケア株式会社,アセトアミノフェン、エテンザミド,
2330,セデリン・Ｋ,4987403208140,10包,,日野薬品工業株式会社,アセトアミノフェン、エテンザミド,
2331,セデリン・Ｋ,4987403208171,100包,,日野薬品工業株式会社,アセトアミノフェン、エテンザミド,
2332,セデリン・Ｋ,,6包,法喜堂,日野薬品工業株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2333,セデリンシロップ小児用,4987403557316,30mL,,日野薬品工業株式会社,アセトアミノフェン、クロルフェニラミン,
2334,セネツロンソフトカプセル,4954097094007,12ｶﾌﾟｾﾙ,,株式会社廣貫堂,アセトアミノフェン、クロルフェニラミン、メチルエフェドリン,R4.2追加
2335,ゼノールしっぷぴたっと,4987117372106,12枚入,大鵬薬品工業株式会社,三笠製薬株式会社,サリチル酸グリコール,
2336,ゼノールしっぷぴたっと,4987117372151,24枚入,大鵬薬品工業株式会社,三笠製薬株式会社,サリチル酸グリコール,
2337,ゼノールしっぷぴたっと,4987117372182,48枚入,大鵬薬品工業株式会社,三笠製薬株式会社,サリチル酸グリコール,
2338,ゼノールチックＥ,4987117372052,33g,大鵬薬品工業株式会社,三笠製薬株式会社,サリチル酸メチル,
2339,セピーＡＺ鼻炎スプレー,4987103043010,30mL,ゼリア新薬工業株式会社,大洋製薬株式会社,クロルフェニラミン、ナファゾリン,
2340,セピーせき止めカプセル,4987103033431,30ｶﾌﾟｾﾙ,,ゼリア新薬工業株式会社,ジヒドロコデイン、メチルエフェドリン,
2341,セピーせき止め顆粒,4987103049043,12包,,ゼリア新薬工業株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2342,セピー鼻炎ソフトＮ,4987103039969,12ｶﾌﾟｾﾙ,,ゼリア新薬工業株式会社,クロルフェニラミン,
2343,セピー鼻炎ソフトＮ,4987103039976,24ｶﾌﾟｾﾙ,,ゼリア新薬工業株式会社,クロルフェニラミン,
2344,セミドン顆粒,4987305115331,6包,全薬工業株式会社,全薬工業株式会社,アセトアミノフェン,
2345,セミドン顆粒,4987305115348,12包,全薬工業株式会社,全薬工業株式会社,アセトアミノフェン,
2346,セメヂン顆粒,4987006114015,10包,天野商事株式会社,日新薬品工業株式会社,アセトアミノフェン、ジリュウ,
2347,ゼリア「地竜エキス」顆粒,4987103049029,9包,,ゼリア新薬工業株式会社,ジリュウ,
2348,ゼリス液,4517549000355,10mL×3本,株式会社カッセイシステム,大生堂薬品工業株式会社,ジヒドロコデイン、メチルエフェドリン,
2349,ゼリス液,4981529032832,10mL×3本,岐阜県厚生農業共同組合連合会,大生堂薬品工業株式会社,ジヒドロコデイン、メチルエフェドリン,
2350,ゼリス液Ⅱ,4955103007011,30mL×2本,合名会社東宝製薬,大生堂薬品工業株式会社,ジヒドロコデイン、メチルエフェドリン,
2351,ゼリスかぜ内服液「小児用」,4517549001178,30mL,株式会社カッセイシステム,大生堂薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
2352,ゼリス葛根湯シロップ,4987334201807,30mL×3本,本草製薬株式会社,大生堂薬品工業株式会社,マオウ,
2353,ゼリスン葛根湯内服液　,4987754103903,30mL×3本,株式会社富士薬品,大生堂薬品工業株式会社,マオウ,
2354,ゼリスン葛根湯内服液　,4987754104481,30mL×6本,株式会社富士薬品,大生堂薬品工業株式会社,マオウ,
2355,ゼリスン葛根湯内服液Ⅱ,4987754103972,45mL×2本,株式会社富士薬品,大生堂薬品工業株式会社,マオウ,
2356,ゼントルシロップＫ,4970511410666,120mL,オール薬品工業株式会社,オール薬品工業株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2357,喘妙散α,4987313551343,16包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2358,喘妙散α,4987313551367,16包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2359,喘妙散Ａ,4987313551350,16包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2360,喘妙散Ａ,4987313551459,24包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2361,喘妙錠α,4987313552340,64錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2362,喘妙錠α,4987313552364,64錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2363,喘妙錠α,4987313552449,96錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2364,喘妙錠Ａ,4987313552357,64錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2365,喘妙錠Ａ,4987313552456,96錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2366,喘妙シロップａ,4987313555129,60mL,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2367,喘妙せき止め散,4987313551374,16包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2368,喘妙せき止め散,4987313551466,24包,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2369,喘妙せき止め錠,4987313552371,64錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2370,喘妙せき止め錠,4987313552463,96錠,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2371,喘妙せき止めシロップ,4987313555136,60mL,,アスゲン製薬株式会社,クロルフェニラミン、ノスカピン、マオウ,
2372,爽ＡＬ目薬,4987195407202,16mL,第一三共ヘルスケア株式会社,テイカ製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
2373,爽ＡＬ点鼻薬ａ,4987107623829,16mL,第一三共ヘルスケア株式会社,第一三共ヘルスケア株式会社,クロルフェニラミン、ナファゾリン,
2374,総合かぜ薬「クニヒロ」,4987343084088,180錠,皇漢堂製薬株式会社,皇漢堂製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,R5.9追加
2375,総合かぜ薬「クニヒロ」,4987343914729,220錠,皇漢堂製薬株式会社,皇漢堂製薬株式会社,エテンザミド、デキストロメトルファン,
2376,総合かぜ薬ゴールドＡ〈微粒〉,4962307163085,44包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2377,総合かぜ薬ゴールドＡ〈微粒〉,4962307163092,44包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2378,総合かぜ薬ＮＩＤ顆粒,4544630070591,22包,,株式会社パナケイア製薬,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2379,総合かぜ薬ラドン顆粒Ａ,4987074300679,6包,布亀株式会社,新新薬品工業株式会社,アセトアミノフェン、エテンザミド、エフェドリン、クロルフェニラミン,
2380,総合感冒剤ＱＧ,4560169760024,12包,大昭製薬株式会社,大昭製薬株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
2381,総合感冒薬アセマレン,4987037741150,18ｶﾌﾟｾﾙ,奥田製薬株式会社,東海カプセル株式会社,アセトアミノフェン、クロルフェニラミン、メチルエフェドリン,R5.8追加
2382,総合感冒薬アセマレン,4987037741167,36ｶﾌﾟｾﾙ,奥田製薬株式会社,東海カプセル株式会社,アセトアミノフェン、クロルフェニラミン、メチルエフェドリン,R5.8追加
2383,総合感冒薬エース微粒,4962307163009,44包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン、メチルエフェドリン,
2384,総合感冒薬かぜねつ錠,,9錠,,中央薬品株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、メチルエフェドリン,JANコードなし
2385,綜合ハヤオキＳ,4987533050282,110錠,,薬王製薬株式会社,アセトアミノフェン,
2386,綜合ハヤオキＳ,,18錠,,薬王製薬株式会社,アセトアミノフェン,JANコードなし
2387,速治散ゴールド,,1.2g×3包入,新生薬品工業株式会社,新生薬品工業株式会社,アセトアミノフェン、エテンザミド,JANコードなし
2388,続命湯エキス細粒Ｇ「コタロー」,4987301296294,500g,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
2389,続命湯エキス細粒Ｇ「コタロー」,4987301296539,1.4g×90包,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
2390,ソボンこどもかぜ薬細粒,4974042203209,12包,滋賀県製薬株式会社,滋賀県製薬株式会社,アセトアミノフェン、クロルフェニラミン、チペピジン、メチルエフェドリン,
2391,ダイアフラジンＡソフト,4987360200768,10g,富山めぐみ製薬株式会社,東光薬品工業株式会社,ジフェンヒドラミン,
